datetime,day,time,system_wide,A,B,C
4/11/20 1:00,4/11/20,1:00:00 AM,3084.990284,953.9955468,1004.879584,1126.115153
4/11/20 2:00,4/11/20,2:00:00 AM,3069.267934,952.2328055,1001.739336,1115.295792
4/11/20 3:00,4/11/20,3:00:00 AM,3108.896683,979.7315685,1010.262868,1118.902246
4/11/20 4:00,4/11/20,4:00:00 AM,3266.004132,1060.817665,1043.90839,1161.278077
4/11/20 5:00,4/11/20,5:00:00 AM,3528.204602,1156.358238,1072.170628,1299.675736
4/11/20 6:00,4/11/20,6:00:00 AM,3737.221504,1192.318159,1082.937195,1461.96615
4/11/20 7:00,4/11/20,7:00:00 AM,3884.532733,1176.10094,1106.264757,1602.167036
4/11/20 8:00,4/11/20,8:00:00 AM,3986.417342,1159.531173,1128.246498,1698.639671
4/11/20 9:00,4/11/20,9:00:00 AM,4086.861555,1166.229589,1132.732567,1787.899399
4/11/20 10:00,4/11/20,10:00:00 AM,4179.067795,1168.344879,1147.08799,1863.634926
4/11/20 11:00,4/11/20,11:00:00 AM,4170.369902,1166.934686,1162.340626,1841.09459
4/11/20 12:00,4/11/20,12:00:00 PM,4173.661851,1182.446809,1172.20998,1819.005062
4/11/20 13:00,4/11/20,1:00:00 PM,4159.802388,1185.267194,1172.20998,1802.325214
4/11/20 14:00,4/11/20,2:00:00 PM,4127.241336,1188.792677,1176.696049,1761.75261
4/11/20 15:00,4/11/20,3:00:00 PM,4009.809785,1201.131865,1164.135054,1644.542866
4/11/20 16:00,4/11/20,4:00:00 PM,3902.59756,1202.542058,1159.648985,1540.406517
4/11/20 17:00,4/11/20,5:00:00 PM,3823.67339,1202.542058,1166.378089,1454.753243
4/11/20 18:00,4/11/20,6:00:00 PM,4195.764053,1277.634834,1275.38958,1642.739639
4/11/20 19:00,4/11/20,7:00:00 PM,4263.609268,1255.424295,1296.922714,1711.262259
4/11/20 20:00,4/11/20,8:00:00 PM,3985.119553,1199.369124,1243.089879,1542.66055
4/11/20 21:00,4/11/20,9:00:00 PM,3740.616727,1123.571252,1172.20998,1444.835495
4/11/20 22:00,4/11/20,10:00:00 PM,3388.496887,1028.030678,1094.600976,1265.865233
4/11/20 23:00,4/11/20,11:00:00 PM,3203.82463,981.4943097,1041.216748,1181.113572
4/12/20 0:00,4/12/20,12:00:00 AM,3105.657001,953.9955468,1019.235007,1132.426447
4/12/20 1:00,4/12/20,1:00:00 AM,3066.935641,942.714003,1007.122619,1117.099019
4/12/20 2:00,4/12/20,2:00:00 AM,3052.581109,940.9512618,1000.842122,1110.787725
4/12/20 3:00,4/12/20,3:00:00 AM,3053.446636,942.714003,999.9449079,1110.787725
4/12/20 4:00,4/12/20,4:00:00 AM,3091.26587,967.0398318,1006.225405,1118.000633
4/12/20 5:00,4/12/20,5:00:00 AM,3113.124172,985.7248887,1002.63655,1124.762733
4/12/20 6:00,4/12/20,6:00:00 AM,3184.745285,1031.203612,1003.533764,1150.007909
4/12/20 7:00,4/12/20,7:00:00 AM,3304.803792,1073.86195,1031.796002,1199.14584
4/12/20 8:00,4/12/20,8:00:00 AM,3465.251474,1110.526967,1070.3762,1284.348307
4/12/20 9:00,4/12/20,9:00:00 AM,3565.742529,1133.090054,1082.937195,1349.71528
4/12/20 10:00,4/12/20,10:00:00 AM,3633.456462,1142.256309,1094.600976,1396.599177
4/12/20 11:00,4/12/20,11:00:00 AM,3609.065504,1147.191984,1099.535652,1362.337868
4/12/20 12:00,4/12/20,12:00:00 PM,3606.915086,1159.531173,1112.545254,1334.838659
4/12/20 13:00,4/12/20,1:00:00 PM,3615.8974,1175.748392,1117.031324,1323.117684
4/12/20 14:00,4/12/20,2:00:00 PM,3623.663906,1204.3048,1127.797891,1291.561215
4/12/20 15:00,4/12/20,3:00:00 PM,3622.356436,1216.996536,1132.732567,1272.627333
4/12/20 16:00,4/12/20,4:00:00 PM,3639.029131,1237.796883,1147.08799,1254.144258
4/12/20 17:00,4/12/20,5:00:00 PM,3630.491401,1232.861207,1146.190776,1251.439418
4/12/20 18:00,4/12/20,6:00:00 PM,3993.473894,1297.024988,1251.613411,1444.835495
4/12/20 19:00,4/12/20,7:00:00 PM,4050.435375,1273.404255,1274.492366,1502.538754
4/12/20 20:00,4/12/20,8:00:00 PM,3866.615582,1204.3048,1226.491421,1435.819361
4/12/20 21:00,4/12/20,9:00:00 PM,3613.945374,1114.052449,1160.546199,1339.346726
4/12/20 22:00,4/12/20,10:00:00 PM,3339.208322,1031.908709,1088.769085,1218.530528
4/12/20 23:00,4/12/20,11:00:00 PM,3169.881981,983.6095992,1039.870927,1146.401455
4/13/20 0:00,4/13/20,12:00:00 AM,3087.454613,954.7006432,1013.851724,1118.902246
4/13/20 1:00,4/13/20,1:00:00 AM,3048.799137,936.7206828,1001.290729,1110.787725
4/13/20 2:00,4/13/20,2:00:00 AM,3036.536007,933.9002969,996.3560523,1106.279658
4/13/20 3:00,4/13/20,3:00:00 AM,3029.868077,930.3748144,993.6644105,1105.828852
4/13/20 4:00,4/13/20,4:00:00 AM,3051.064858,944.8292924,997.7018731,1108.533692
4/13/20 5:00,4/13/20,5:00:00 AM,3052.038441,951.1751608,990.0755549,1110.787725
4/13/20 6:00,4/13/20,6:00:00 AM,3091.499958,987.4876299,991.4213757,1112.590952
4/13/20 7:00,4/13/20,7:00:00 AM,3170.2331,1029.793419,1009.365654,1131.074027
4/13/20 8:00,4/13/20,8:00:00 AM,3278.903694,1069.631371,1038.076499,1171.195824
4/13/20 9:00,4/13/20,9:00:00 AM,3388.326092,1097.130134,1063.198489,1227.997469
4/13/20 10:00,4/13/20,10:00:00 AM,3442.462206,1122.513607,1083.385802,1236.562797
4/13/20 11:00,4/13/20,11:00:00 AM,3500.759237,1152.480208,1097.741225,1250.537804
4/13/20 12:00,4/13/20,12:00:00 PM,3508.932798,1163.409203,1108.059185,1237.46441
4/13/20 13:00,4/13/20,1:00:00 PM,3551.611648,1183.151905,1119.274359,1249.185384
4/13/20 14:00,4/13/20,2:00:00 PM,3575.463052,1208.887927,1135.872816,1230.702309
4/13/20 15:00,4/13/20,3:00:00 PM,3594.267634,1226.867887,1151.574059,1215.825688
4/13/20 16:00,4/13/20,4:00:00 PM,3617.077725,1242.027462,1154.265701,1220.784562
4/13/20 17:00,4/13/20,5:00:00 PM,3665.522557,1246.258041,1147.08799,1272.176526
4/13/20 18:00,4/13/20,6:00:00 PM,4017.093802,1336.862939,1249.370376,1430.860487
4/13/20 19:00,4/13/20,7:00:00 PM,4150.01819,1326.991588,1271.800724,1551.225878
4/13/20 20:00,4/13/20,8:00:00 PM,3949.834945,1245.552944,1217.070675,1487.211326
4/13/20 21:00,4/13/20,9:00:00 PM,3583.052112,1131.327313,1146.639383,1305.085416
4/13/20 22:00,4/13/20,10:00:00 PM,3289.445795,1032.966353,1064.095703,1192.383739
4/13/20 23:00,4/13/20,11:00:00 PM,3141.587637,981.846858,1026.412718,1133.328061
4/14/20 0:00,4/14/20,12:00:00 AM,3070.656129,953.6429985,1006.225405,1110.787725
4/14/20 1:00,4/14/20,1:00:00 AM,3047.308972,943.7716477,996.3560523,1107.181272
4/14/20 2:00,4/14/20,2:00:00 AM,3040.57227,938.8359723,995.9074453,1105.828852
4/14/20 3:00,4/14/20,3:00:00 AM,3067.854029,958.9312222,1001.290729,1107.632078
4/14/20 4:00,4/14/20,4:00:00 AM,3172.96103,1018.159327,1022.375256,1132.426447
4/14/20 5:00,4/14/20,5:00:00 AM,3341.077597,1100.655616,1029.10436,1211.317621
4/14/20 6:00,4/14/20,6:00:00 AM,3527.118512,1154.242949,1046.151425,1326.724138
4/14/20 7:00,4/14/20,7:00:00 AM,3738.341767,1167.287234,1082.039981,1489.014552
4/14/20 8:00,4/14/20,8:00:00 AM,3905.031109,1173.280554,1131.386746,1600.363809
4/14/20 9:00,4/14/20,9:00:00 AM,4032.061299,1186.324839,1145.293562,1700.442898
4/14/20 10:00,4/14/20,10:00:00 AM,4090.674349,1192.670708,1150.676846,1747.326795
4/14/20 11:00,4/14/20,11:00:00 AM,4192.121214,1200.426769,1166.378089,1825.316356
4/14/20 12:00,4/14/20,12:00:00 PM,4182.092009,1200.779317,1169.069731,1812.242961
4/14/20 13:00,4/14/20,1:00:00 PM,4142.503677,1210.29812,1162.789233,1769.416324
4/14/20 14:00,4/14/20,2:00:00 PM,4109.67989,1202.18951,1146.639383,1760.850997
4/14/20 15:00,4/14/20,3:00:00 PM,4031.899842,1211.355764,1134.526995,1686.017083
4/14/20 16:00,4/14/20,4:00:00 PM,3970.203494,1222.637308,1123.760428,1623.805758
4/14/20 17:00,4/14/20,5:00:00 PM,3933.214725,1228.983177,1135.424209,1568.807339
4/14/20 18:00,4/14/20,6:00:00 PM,4344.445247,1323.466106,1261.931371,1759.04777
4/14/20 19:00,4/14/20,7:00:00 PM,4435.043399,1308.65908,1278.978435,1847.405884
4/14/20 20:00,4/14/20,8:00:00 PM,4168.575657,1240.26472,1221.556745,1706.754192
4/14/20 21:00,4/14/20,9:00:00 PM,3744.439024,1128.154379,1143.499134,1472.785511
4/14/20 22:00,4/14/20,10:00:00 PM,3386.167633,1025.56284,1066.338738,1294.266055
4/14/20 23:00,4/14/20,11:00:00 PM,3188.554706,978.3213756,1025.964111,1184.269219
4/15/20 0:00,4/15/20,12:00:00 AM,3105.879025,955.0531915,1005.776798,1145.049035
4/15/20 1:00,4/15/20,1:00:00 AM,3066.334513,943.4190995,997.7018731,1125.21354
4/15/20 2:00,4/15/20,2:00:00 AM,3061.28398,943.7716477,996.3560523,1121.15628
4/15/20 3:00,4/15/20,3:00:00 AM,3084.234703,959.9888669,1002.187943,1122.057893
4/15/20 4:00,4/15/20,4:00:00 AM,3217.45624,1023.447551,1025.066898,1168.941791
4/15/20 5:00,4/15/20,5:00:00 AM,3372.700328,1105.238743,1030.898788,1236.562797
4/15/20 6:00,4/15/20,6:00:00 AM,3529.090969,1155.300594,1043.459783,1330.330592
4/15/20 7:00,4/15/20,7:00:00 AM,3712.44989,1161.646462,1074.86227,1475.941158
4/15/20 8:00,4/15/20,8:00:00 AM,3879.842548,1171.870361,1108.059185,1599.913002
4/15/20 9:00,4/15/20,9:00:00 AM,3997.79632,1186.677387,1126.003463,1685.11547
4/15/20 10:00,4/15/20,10:00:00 AM,4057.542804,1199.016576,1111.199433,1747.326795
4/15/20 11:00,4/15/20,11:00:00 AM,4053.761588,1217.349085,1116.13411,1720.278393
4/15/20 12:00,4/15/20,12:00:00 PM,4116.158498,1231.098466,1124.209035,1760.850997
4/15/20 13:00,4/15/20,1:00:00 PM,4120.944808,1249.430975,1128.695105,1742.818728
4/15/20 14:00,4/15/20,2:00:00 PM,4108.988207,1268.116032,1126.003463,1714.868712
4/15/20 15:00,4/15/20,3:00:00 PM,4059.384246,1289.268926,1121.966,1648.14932
4/15/20 16:00,4/15/20,4:00:00 PM,3999.330316,1288.211282,1109.853612,1601.265422
4/15/20 17:00,4/15/20,5:00:00 PM,3996.122615,1287.506185,1160.546199,1548.070231
4/15/20 18:00,4/15/20,6:00:00 PM,4354.886442,1367.887185,1296.474107,1690.52515
4/15/20 19:00,4/15/20,7:00:00 PM,4413.434364,1350.259772,1298.717142,1764.45745
4/15/20 20:00,4/15/20,8:00:00 PM,4143.915144,1273.404255,1241.295451,1629.215438
4/15/20 21:00,4/15/20,9:00:00 PM,3745.692941,1146.134339,1152.91988,1446.638722
4/15/20 22:00,4/15/20,10:00:00 PM,3387.289716,1042.485156,1070.824807,1273.979753
4/15/20 23:00,4/15/20,11:00:00 PM,3185.869042,984.6672439,1029.10436,1172.097438
4/16/20 0:00,4/16/20,12:00:00 AM,3102.656806,953.6429985,1007.571226,1141.442581
4/16/20 1:00,4/16/20,1:00:00 AM,3056.066416,943.0665512,997.2532662,1115.746599
4/16/20 2:00,4/16/20,2:00:00 AM,3051.763665,942.3614547,995.4588383,1113.943372
4/16/20 3:00,4/16/20,3:00:00 AM,3078.658991,963.8668976,999.496301,1115.295792
4/16/20 4:00,4/16/20,4:00:00 AM,3188.695379,1024.857744,1018.337793,1145.499842
4/16/20 5:00,4/16/20,5:00:00 AM,3350.624997,1110.174419,1023.27247,1217.178108
4/16/20 6:00,4/16/20,6:00:00 AM,3519.803946,1159.531173,1042.113962,1318.158811
4/16/20 7:00,4/16/20,7:00:00 AM,3694.204614,1173.985651,1060.506847,1459.712116
4/16/20 8:00,4/16/20,8:00:00 AM,3862.326255,1188.08758,1092.357941,1581.880734
4/16/20 9:00,4/16/20,9:00:00 AM,4022.013,1218.054181,1115.236896,1688.721923
4/16/20 10:00,4/16/20,10:00:00 AM,4133.079773,1250.841168,1147.985204,1734.253401
4/16/20 11:00,4/16/20,11:00:00 AM,4258.357623,1290.679119,1191.500079,1776.178425
4/16/20 12:00,4/16/20,12:00:00 PM,4357.092141,1330.164523,1243.987093,1782.940525
4/16/20 13:00,4/16/20,1:00:00 PM,4443.371831,1371.060119,1274.043759,1798.267953
4/16/20 14:00,4/16/20,2:00:00 PM,4462.515939,1410.545522,1285.258933,1766.711484
4/16/20 15:00,4/16/20,3:00:00 PM,4444.812263,1446.505443,1288.847788,1709.459032
4/16/20 16:00,4/16/20,4:00:00 PM,4375.557798,1456.729342,1316.66142,1602.167036
4/16/20 17:00,4/16/20,5:00:00 PM,4222.181037,1425,1302.305997,1494.87504
4/16/20 18:00,4/16/20,6:00:00 PM,4508.796901,1473.651658,1406.831418,1628.313825
4/16/20 19:00,4/16/20,7:00:00 PM,4595.06573,1436.98664,1434.64505,1723.43404
4/16/20 20:00,4/16/20,8:00:00 PM,4286.508528,1348.849579,1337.745947,1599.913002
4/16/20 21:00,4/16/20,9:00:00 PM,3825.215469,1196.19619,1212.584606,1416.434673
4/16/20 22:00,4/16/20,10:00:00 PM,3445.855596,1066.105888,1115.236896,1264.512812
4/16/20 23:00,4/16/20,11:00:00 PM,3236.780737,1008.640524,1051.534708,1176.605505
4/17/20 0:00,4/17/20,12:00:00 AM,3130.033004,974.7958931,1025.515504,1129.721607
4/17/20 1:00,4/17/20,1:00:00 AM,3085.162294,956.4633845,1013.403117,1115.295792
4/17/20 2:00,4/17/20,2:00:00 AM,3069.248136,952.2328055,1005.776798,1111.238532
4/17/20 3:00,4/17/20,3:00:00 AM,3097.055075,968.802573,1012.505903,1115.746599
4/17/20 4:00,4/17/20,4:00:00 AM,3209.885763,1029.440871,1033.141823,1147.303069
4/17/20 5:00,4/17/20,5:00:00 AM,3346.529652,1102.065809,1032.244609,1212.219234
4/17/20 6:00,4/17/20,6:00:00 AM,3543.167702,1164.466848,1053.329136,1325.371718
4/17/20 7:00,4/17/20,7:00:00 AM,3773.425054,1194.785997,1098.189832,1480.449225
4/17/20 8:00,4/17/20,8:00:00 AM,4003.836085,1227.220435,1175.350228,1601.265422
4/17/20 9:00,4/17/20,9:00:00 AM,4252.041089,1283.628154,1225.594207,1742.818728
4/17/20 10:00,4/17/20,10:00:00 AM,4471.84167,1354.8429,1262.379978,1854.618792
4/17/20 11:00,4/17/20,11:00:00 AM,4704.433444,1433.461158,1303.651818,1967.320468
4/17/20 12:00,4/17/20,12:00:00 PM,4888.264236,1502.560614,1349.409728,2036.293894
4/17/20 13:00,4/17/20,1:00:00 PM,5035.226447,1563.198911,1396.513458,2075.514078
4/17/20 14:00,4/17/20,2:00:00 PM,5149.746176,1613.965858,1449.897686,2085.882632
4/17/20 15:00,4/17/20,3:00:00 PM,5142.396532,1624.894854,1500.141665,2017.360013
4/17/20 16:00,4/17/20,4:00:00 PM,5009.064302,1583.294161,1544.553754,1881.216387
4/17/20 17:00,4/17/20,5:00:00 PM,4741.429632,1545.218951,1472.776641,1723.43404
4/17/20 18:00,4/17/20,6:00:00 PM,4923.181204,1587.172192,1554.871714,1781.137298
4/17/20 19:00,4/17/20,7:00:00 PM,4955.063056,1541.693469,1591.208878,1822.160709
4/17/20 20:00,4/17/20,8:00:00 PM,4578.465242,1433.813706,1506.87077,1637.780766
4/17/20 21:00,4/17/20,9:00:00 PM,4054.816083,1285.743444,1334.605698,1434.466941
4/17/20 22:00,4/17/20,10:00:00 PM,3600.47646,1140.846116,1189.257044,1270.3733
4/17/20 23:00,4/17/20,11:00:00 PM,3351.010779,1068.573726,1102.675901,1179.761152
4/18/20 0:00,4/18/20,12:00:00 AM,3223.932901,1033.67145,1053.777743,1136.483708
4/18/20 1:00,4/18/20,1:00:00 AM,3149.794882,1000.884463,1028.655753,1120.254666
4/18/20 2:00,4/18/20,2:00:00 AM,3120.636522,989.2503711,1016.991972,1114.394179
4/18/20 3:00,4/18/20,3:00:00 AM,3134.08264,1000.884463,1015.197544,1118.000633
4/18/20 4:00,4/18/20,4:00:00 AM,3226.147556,1047.068283,1035.833465,1143.245808
4/18/20 5:00,4/18/20,5:00:00 AM,3354.778584,1114.404998,1038.973713,1201.399873
4/18/20 6:00,4/18/20,6:00:00 AM,3529.847993,1179.978971,1049.291673,1300.577349
4/18/20 7:00,4/18/20,7:00:00 AM,3801.965928,1247.668234,1097.741225,1456.556469
4/18/20 8:00,4/18/20,8:00:00 AM,4017.855832,1304.075952,1118.825752,1594.954128
4/18/20 9:00,4/18/20,9:00:00 AM,4292.277397,1366.82954,1161.89202,1763.555837
4/18/20 10:00,4/18/20,10:00:00 AM,4378.923657,1391.860465,1191.500079,1795.563113
4/18/20 11:00,4/18/20,11:00:00 AM,4360.435251,1401.379268,1203.16386,1755.892123
4/18/20 12:00,4/18/20,12:00:00 PM,4386.060017,1417.596487,1215.276247,1753.187283
4/18/20 13:00,4/18/20,1:00:00 PM,4352.824774,1427.115289,1200.472218,1725.237267
4/18/20 14:00,4/18/20,2:00:00 PM,4299.519408,1460.254824,1178.04187,1661.222714
4/18/20 15:00,4/18/20,3:00:00 PM,4195.002485,1462.370114,1135.424209,1597.208162
4/18/20 16:00,4/18/20,4:00:00 PM,4122.153052,1437.339189,1142.153313,1542.66055
4/18/20 17:00,4/18/20,5:00:00 PM,3987.042701,1364.009154,1146.190776,1476.842771
4/18/20 18:00,4/18/20,6:00:00 PM,4195.045057,1376.348342,1235.463561,1583.233154
4/18/20 19:00,4/18/20,7:00:00 PM,4248.677261,1351.669965,1261.931371,1635.075925
4/18/20 20:00,4/18/20,8:00:00 PM,4030.340358,1289.974023,1213.033213,1527.333122
4/18/20 21:00,4/18/20,9:00:00 PM,3731.120447,1177.511133,1146.190776,1407.418538
4/18/20 22:00,4/18/20,10:00:00 PM,3423.992021,1072.451757,1076.208091,1275.332173
4/18/20 23:00,4/18/20,11:00:00 PM,3220.623087,1013.5762,1032.244609,1174.802278
4/19/20 0:00,4/19/20,12:00:00 AM,3124.40994,975.8535379,1008.917047,1139.639355
4/19/20 1:00,4/19/20,1:00:00 AM,3077.404142,955.4057397,1000.842122,1121.15628
4/19/20 2:00,4/19/20,2:00:00 AM,3050.996397,940.2461653,996.3560523,1114.394179
4/19/20 3:00,4/19/20,3:00:00 AM,3047.180538,937.7783276,995.4588383,1113.943372
4/19/20 4:00,4/19/20,4:00:00 AM,3073.175762,951.1751608,1000.393515,1121.607086
4/19/20 5:00,4/19/20,5:00:00 AM,3075.324736,961.3990599,992.3185896,1121.607086
4/19/20 6:00,4/19/20,6:00:00 AM,3160.35897,1018.511875,998.1504801,1143.696615
4/19/20 7:00,4/19/20,7:00:00 AM,3306.788623,1091.136813,1024.169684,1191.482126
4/19/20 8:00,4/19/20,8:00:00 AM,3480.116449,1147.897081,1063.198489,1269.020879
4/19/20 9:00,4/19/20,9:00:00 AM,3619.822624,1184.562098,1102.675901,1332.584625
4/19/20 10:00,4/19/20,10:00:00 AM,3660.946762,1188.792677,1117.479931,1354.674154
4/19/20 11:00,4/19/20,11:00:00 AM,3648.216335,1197.606383,1098.189832,1352.42012
4/19/20 12:00,4/19/20,12:00:00 PM,3606.657637,1199.369124,1107.161971,1300.126542
4/19/20 13:00,4/19/20,1:00:00 PM,3603.57145,1208.887927,1103.573115,1291.110408
4/19/20 14:00,4/19/20,2:00:00 PM,3616.572427,1230.040821,1111.199433,1275.332173
4/19/20 15:00,4/19/20,3:00:00 PM,3623.920434,1250.488619,1116.582717,1256.849098
4/19/20 16:00,4/19/20,4:00:00 PM,3632.067019,1260.007422,1120.620179,1251.439418
4/19/20 17:00,4/19/20,5:00:00 PM,3639.415161,1256.129391,1129.592319,1253.693451
4/19/20 18:00,4/19/20,6:00:00 PM,3910.985442,1308.306531,1252.062018,1350.616893
4/19/20 19:00,4/19/20,7:00:00 PM,4042.483509,1296.672439,1297.819928,1447.991142
4/19/20 20:00,4/19/20,8:00:00 PM,3887.022852,1234.2714,1245.332914,1407.418538
4/19/20 21:00,4/19/20,9:00:00 PM,3633.908747,1140.846116,1174.453014,1318.609617
4/19/20 22:00,4/19/20,10:00:00 PM,3348.918621,1047.068283,1096.844011,1205.006327
4/19/20 23:00,4/19/20,11:00:00 PM,3183.259327,993.8334983,1040.319534,1149.106295
4/20/20 0:00,4/20/20,12:00:00 AM,3091.274871,957.168481,1013.851724,1120.254666
4/20/20 1:00,4/20/20,1:00:00 AM,3046.712134,937.7783276,999.047694,1109.886112
4/20/20 2:00,4/20/20,2:00:00 AM,3028.457884,928.9646215,993.6644105,1105.828852
4/20/20 3:00,4/20/20,3:00:00 AM,3027.81496,929.669718,992.7671966,1105.378045
4/20/20 4:00,4/20/20,4:00:00 AM,3040.574469,938.8359723,995.4588383,1106.279658
4/20/20 5:00,4/20/20,5:00:00 AM,3032.722147,941.30381,985.5894853,1105.828852
4/20/20 6:00,4/20/20,6:00:00 AM,3079.259716,982.9045027,990.0755549,1106.279658
4/20/20 7:00,4/20/20,7:00:00 AM,3171.759527,1042.132608,1008.019833,1121.607086
4/20/20 8:00,4/20/20,8:00:00 AM,3281.496253,1086.201138,1038.525106,1156.770009
4/20/20 9:00,4/20/20,9:00:00 AM,3358.275051,1114.404998,1061.404061,1182.465992
4/20/20 10:00,4/20/20,10:00:00 AM,3417.898416,1141.198664,1077.553912,1199.14584
4/20/20 11:00,4/20/20,11:00:00 AM,3453.152443,1161.646462,1091.909334,1199.596647
4/20/20 12:00,4/20/20,12:00:00 PM,3477.624505,1182.09426,1098.638439,1196.891806
4/20/20 13:00,4/20/20,1:00:00 PM,3489.259286,1201.836962,1097.292618,1190.129706
4/20/20 14:00,4/20/20,2:00:00 PM,3499.693277,1222.637308,1096.844011,1180.211958
4/20/20 15:00,4/20/20,3:00:00 PM,3514.50948,1248.725878,1097.292618,1168.490984
4/20/20 16:00,4/20/20,4:00:00 PM,3527.598961,1256.834488,1092.806548,1177.957925
4/20/20 17:00,4/20/20,5:00:00 PM,3520.87728,1240.617269,1086.974658,1193.285353
4/20/20 18:00,4/20/20,6:00:00 PM,3778.568627,1315.710045,1174.453014,1288.405568
4/20/20 19:00,4/20/20,7:00:00 PM,3980.93105,1329.459426,1230.528884,1420.94274
4/20/20 20:00,4/20/20,8:00:00 PM,3824.404773,1249.783523,1182.079333,1392.541917
4/20/20 21:00,4/20/20,9:00:00 PM,3517.990444,1135.557892,1119.722966,1262.709586
4/20/20 22:00,4/20/20,10:00:00 PM,3263.095622,1029.088323,1050.188887,1183.818412
4/20/20 23:00,4/20/20,11:00:00 PM,3124.037283,978.6739238,1016.543365,1128.819994
4/21/20 0:00,4/21/20,12:00:00 AM,3064.027483,953.2904503,999.047694,1111.689339
4/21/20 1:00,4/21/20,1:00:00 AM,3036.987813,938.8359723,991.4213757,1106.730465
4/21/20 2:00,4/21/20,2:00:00 AM,3034.387831,938.483424,990.0755549,1105.828852
4/21/20 3:00,4/21/20,3:00:00 AM,3057.28958,953.2904503,994.1130175,1109.886112
4/21/20 4:00,4/21/20,4:00:00 AM,3157.112757,1007.230332,1014.300331,1135.582094
4/21/20 5:00,4/21/20,5:00:00 AM,3292.54015,1084.085849,1021.029435,1187.424866
4/21/20 6:00,4/21/20,6:00:00 AM,3466.287825,1142.961405,1038.076499,1285.249921
4/21/20 7:00,4/21/20,7:00:00 AM,3664.387579,1173.985651,1073.516449,1416.885479
4/21/20 8:00,4/21/20,8:00:00 AM,3834.945749,1203.599703,1105.81615,1525.529896
4/21/20 9:00,4/21/20,9:00:00 AM,3990.901804,1237.444334,1117.479931,1635.977539
4/21/20 10:00,4/21/20,10:00:00 AM,4053.0702,1256.834488,1127.349284,1668.886428
4/21/20 11:00,4/21/20,11:00:00 AM,4069.497135,1272.346611,1124.657642,1672.492882
4/21/20 12:00,4/21/20,12:00:00 PM,4074.983091,1295.262246,1093.703762,1686.017083
4/21/20 13:00,4/21/20,1:00:00 PM,4102.930461,1322.761009,1094.152369,1686.017083
4/21/20 14:00,4/21/20,2:00:00 PM,4063.474651,1341.446066,1091.460727,1630.567858
4/21/20 15:00,4/21/20,3:00:00 PM,4033.582153,1356.605641,1085.628837,1591.347675
4/21/20 16:00,4/21/20,4:00:00 PM,3944.259875,1343.913904,1084.283016,1516.062955
4/21/20 17:00,4/21/20,5:00:00 PM,3870.337979,1319.235527,1105.81615,1445.286302
4/21/20 18:00,4/21/20,6:00:00 PM,4169.149845,1390.097724,1230.080277,1548.971844
4/21/20 19:00,4/21/20,7:00:00 PM,4359.738853,1392.91811,1274.492366,1692.328377
4/21/20 20:00,4/21/20,8:00:00 PM,4073.809985,1303.723404,1219.762317,1550.324264
4/21/20 21:00,4/21/20,9:00:00 PM,3710.323097,1171.517813,1131.386746,1407.418538
4/21/20 22:00,4/21/20,10:00:00 PM,3364.515376,1059.76002,1056.020778,1248.734578
4/21/20 23:00,4/21/20,11:00:00 PM,3184.517107,1002.647204,1018.337793,1163.53211
4/22/20 0:00,4/22/20,12:00:00 AM,3105.786543,971.6229589,1002.187943,1131.975641
4/22/20 1:00,4/22/20,1:00:00 AM,3062.796317,957.8735774,989.6269479,1115.295792
4/22/20 2:00,4/22/20,2:00:00 AM,3056.179561,955.758288,988.281127,1112.140146
4/22/20 3:00,4/22/20,3:00:00 AM,3084.606536,973.3857001,992.3185896,1118.902246
4/22/20 4:00,4/22/20,4:00:00 AM,3200.954217,1034.376546,1011.160082,1155.417589
4/22/20 5:00,4/22/20,5:00:00 AM,3343.495949,1114.757546,1021.478042,1207.260361
4/22/20 6:00,4/22/20,6:00:00 AM,3521.413543,1168.344879,1040.319534,1312.74913
4/22/20 7:00,4/22/20,7:00:00 AM,3697.146835,1182.799357,1062.749882,1451.597596
4/22/20 8:00,4/22/20,8:00:00 AM,3854.92783,1188.792677,1090.114906,1576.020247
4/22/20 9:00,4/22/20,9:00:00 AM,3987.25353,1215.233795,1101.33008,1670.689655
4/22/20 10:00,4/22/20,10:00:00 AM,4107.553105,1236.38669,1107.610578,1763.555837
4/22/20 11:00,4/22/20,11:00:00 AM,4177.397212,1260.712519,1110.302219,1806.382474
4/22/20 12:00,4/22/20,12:00:00 PM,4207.4694,1290.679119,1088.769085,1828.021196
4/22/20 13:00,4/22/20,1:00:00 PM,4268.568061,1320.64572,1083.385802,1864.536539
4/22/20 14:00,4/22/20,2:00:00 PM,4273.276598,1347.439386,1082.488588,1843.348624
4/22/20 15:00,4/22/20,3:00:00 PM,4286.633752,1376.348342,1128.246498,1782.038912
4/22/20 16:00,4/22/20,4:00:00 PM,4241.632851,1377.758535,1123.760428,1740.113888
4/22/20 17:00,4/22/20,5:00:00 PM,4108.792132,1347.791935,1142.153313,1618.846884
4/22/20 18:00,4/22/20,6:00:00 PM,4395.975305,1411.955715,1260.58555,1723.43404
4/22/20 19:00,4/22/20,7:00:00 PM,4536.408115,1400.321623,1322.941917,1813.144575
4/22/20 20:00,4/22/20,8:00:00 PM,4175.775699,1312.53711,1253.407839,1609.83075
4/22/20 21:00,4/22/20,9:00:00 PM,3738.635662,1166.934686,1134.078388,1437.622588
